student_id,quarter,ref_agency
1c7c47c8714c,1,AGENCY A
1c7c47c8714c,2,AGENCY A
1c7c47c8714c,4,AGENCY A
1c7e513357cf,1,AGENCY C
1c7e513357cf,2,AGENCY C
1c858f687fd0,1,CHI PUB SCH
1c858f687fd0,2,CHI PUB SCH
1c858f687fd0,3,CHI PUB SCH
1c900ff8b61a,1,AGENCY D
1c900ff8b61a,3,AGENCY D
1c900ff8b61a,4,AGENCY D
1c94a713f354,1,CHI PUB SCH
1c94a713f354,2,CHI PUB SCH
1c94a713f354,3,CHI PUB SCH
1c9596833aec,1,AGENCY A
1c9596833aec,2,AGENCY A
1c9596833aec,3,AGENCY A
1c9596833aec,4,AGENCY A
1c9e6105d99f,1,AGENCY F
1c9e6105d99f,3,AGENCY F
1c9e6105d99f,4,AGENCY F
1ca54a26d10e,3,AGENCY G
1ca54a26d10e,4,AGENCY G
1ca57cd4a204,1,AGENCY D
1ca57cd4a204,2,AGENCY D
1ca57cd4a204,4,AGENCY D
1caa474c53df,1,AGENCY G
1caa474c53df,3,AGENCY G
1caa474c53df,4,AGENCY G
1cb2432839b4,3,AGENCY F
1cb5840e2544,2,AGENCY C
1cb6ec8fe7cf,1,AGENCY D
1cb6ec8fe7cf,3,AGENCY D
1cb6ec8fe7cf,4,AGENCY D
1cc5107a720b,1,AGENCY A
1cc5107a720b,2,AGENCY A
1cc5107a720b,4,AGENCY A
1ccbc4e6acf2,1,CHI PUB SCH
1ccbc4e6acf2,2,CHI PUB SCH
1ccbc4e6acf2,3,CHI PUB SCH
1ccbc4e6acf2,4,CHI PUB SCH
1ccc97ab4521,1,AGENCY A
1ccc97ab4521,2,AGENCY A
1ccc97ab4521,3,AGENCY A
1ccc97ab4521,4,AGENCY A
1ccce05009c9,2,AGENCY C
1ccce05009c9,3,AGENCY C
1ccce05009c9,4,AGENCY C
1cd0fa4299fa,1,AGENCY E
1cd0fa4299fa,2,AGENCY E
1cd0fa4299fa,3,AGENCY E
1cd0fa4299fa,4,AGENCY E
1cd47510b973,1,AGENCY G
1cd47510b973,2,AGENCY G
1cdc2678d2c8,1,AGENCY A
1cdc2678d2c8,3,AGENCY A
1cdc2678d2c8,4,AGENCY A
1cdd35b239f8,1,AGENCY B
1cdd35b239f8,2,AGENCY B
1cdd35b239f8,4,AGENCY B
1ce01cae26ff,3,AGENCY D
1ce01cae26ff,4,AGENCY D
1ce1ac1e4b67,3,AGENCY B
1ce1ac1e4b67,4,AGENCY B
1ce760688e8f,2,CHI PUB SCH
1ce760688e8f,3,CHI PUB SCH
1ce760688e8f,4,CHI PUB SCH
1ce8c3346235,3,AGENCY C
1ce8c3346235,4,AGENCY C
1cf66f5ff8cb,2,AGENCY D
1cfaf9823501,1,AGENCY A
1cfaf9823501,2,AGENCY A
1cfaf9823501,3,AGENCY A
1d061d5b6a0f,3,CHI PUB SCH
1d064b1d1bbf,1,AGENCY D
1d064b1d1bbf,3,AGENCY D
1d064b1d1bbf,4,AGENCY D
1d0bbd8b2c4b,2,AGENCY B
1d0bbd8b2c4b,3,AGENCY B
1d0bbd8b2c4b,4,AGENCY B
1d0bc6f690db,1,AGENCY A
1d0bc6f690db,3,AGENCY A
1d0bc6f690db,4,AGENCY A
1d0f209dee66,1,AGENCY D
1d0f209dee66,2,AGENCY D
1d1935da19d1,2,CHI PUB SCH
1d1935da19d1,3,CHI PUB SCH
1d1935da19d1,4,CHI PUB SCH
1d1b15119c7f,1,AGENCY F
1d1b15119c7f,2,AGENCY F
1d1b15119c7f,3,AGENCY F
1d1b15119c7f,4,AGENCY F
1d1c8b332711,2,AGENCY C
1d1c8b332711,3,AGENCY C
1d1c8b332711,4,AGENCY C
1d283e15d934,1,AGENCY D
1d283e15d934,2,AGENCY D
1d283e15d934,3,AGENCY D
1d2f9519cd57,3,CHI PUB SCH
1d2f9519cd57,4,CHI PUB SCH
1d3424609e1c,1,AGENCY F
1d3424609e1c,2,AGENCY F
1d3424609e1c,4,AGENCY F
1d419b1686b9,1,AGENCY D
1d419b1686b9,3,AGENCY D
1d419b1686b9,4,AGENCY D
1d4459aaf1c1,3,AGENCY A
1d4459aaf1c1,4,AGENCY A
1d4ef0740248,1,AGENCY C
1d4ef0740248,2,AGENCY C
1d4ef0740248,3,AGENCY C
1d4ef0740248,4,AGENCY C
1d529d98ad3d,1,AGENCY C
1d529d98ad3d,2,AGENCY C
1d529d98ad3d,3,AGENCY C
1d569c59ccc2,3,AGENCY A
1d569c59ccc2,4,AGENCY A
1d57965c8de2,1,AGENCY E
1d57965c8de2,2,AGENCY E
1d57965c8de2,3,AGENCY E
1d57965c8de2,4,AGENCY E
1d60ca95c3ca,1,AGENCY C
1d60ca95c3ca,3,AGENCY C
1d60ca95c3ca,4,AGENCY C
1d69ecb6b5af,1,AGENCY C
1d69ecb6b5af,4,AGENCY C
1d6b57b04c13,1,AGENCY E
1d6b57b04c13,2,AGENCY E
1d6b57b04c13,3,AGENCY E
1d6b57b04c13,4,AGENCY E
1d6c35913844,1,CHI PUB SCH
1d6c35913844,3,CHI PUB SCH
1d6c35913844,4,CHI PUB SCH
1d7b21c152bc,1,AGENCY A
1d7b21c152bc,3,AGENCY A
1d7b21c152bc,4,AGENCY A
1d805d2228bd,1,AGENCY G
1d8265eea7e3,1,CHI PUB SCH
1d8265eea7e3,2,CHI PUB SCH
1d8265eea7e3,3,CHI PUB SCH
1d8265eea7e3,4,CHI PUB SCH
1d85630e4b5e,1,AGENCY A
1d85630e4b5e,2,AGENCY A
1d85630e4b5e,4,AGENCY A
1d88a7896f32,1,AGENCY E
1d88a7896f32,2,AGENCY E
1d88a7896f32,3,AGENCY E
1d8cd655b1e6,1,CHI PUB SCH
1d8cd655b1e6,2,CHI PUB SCH
1d8cd655b1e6,3,CHI PUB SCH
1d8cd655b1e6,4,CHI PUB SCH
1d91945c84ce,2,AGENCY D
1d91945c84ce,3,AGENCY D
1d91945c84ce,4,AGENCY D
1d951b2f28b0,2,AGENCY A
1d951b2f28b0,3,AGENCY A
1d952b7270a8,1,AGENCY A
1d952b7270a8,2,AGENCY A
1d9924c923ef,1,AGENCY D
1d9924c923ef,2,AGENCY D
1d9924c923ef,3,AGENCY D
1d9924c923ef,4,AGENCY D
1daa655520d0,1,AGENCY E
1daa655520d0,2,AGENCY E
1daa655520d0,3,AGENCY E
1daed5149759,1,AGENCY A
1daed5149759,2,AGENCY A
1daed5149759,3,AGENCY A
1daed5149759,4,AGENCY A
1db581988b07,3,CHI PUB SCH
1db581988b07,4,CHI PUB SCH
1db836e9ac9e,1,AGENCY D
1db836e9ac9e,2,AGENCY D
1db836e9ac9e,4,AGENCY D
1db94068900a,1,AGENCY G
1db94068900a,3,AGENCY G
1db94068900a,4,AGENCY G
1dbac6b9f70a,1,AGENCY B
1dbac6b9f70a,2,AGENCY B
1dc2a14b0f74,4,AGENCY E
1dc78da86004,2,AGENCY B
1dc9261bf914,3,AGENCY A
1dcc35552632,3,AGENCY A
1dcc35552632,4,AGENCY A
1dcc58dfac80,2,CHI PUB SCH
1dcc58dfac80,3,CHI PUB SCH
1dce321b4e4d,1,AGENCY B
1dce321b4e4d,2,AGENCY B
1dce321b4e4d,3,AGENCY B
1dde17bb7fa6,1,AGENCY B
1dde17bb7fa6,2,AGENCY B
1dde17bb7fa6,4,AGENCY B
1de2623ad27c,2,AGENCY E
1de2623ad27c,3,AGENCY E
1de66d9d32e8,1,AGENCY B
1de66d9d32e8,3,AGENCY B
1de66d9d32e8,4,AGENCY B
1de700f55228,3,AGENCY D
1de700f55228,4,AGENCY D
1de75ab329c5,2,AGENCY F
1de75ab329c5,3,AGENCY F
1de75ab329c5,4,AGENCY F
1df2504def81,2,AGENCY B
1df2504def81,3,AGENCY B
1e0a2c42939b,2,AGENCY E
1e0a2c42939b,3,AGENCY E
1e1c61e8cd28,1,AGENCY E
1e1c61e8cd28,4,AGENCY E
1e24e2e043a3,2,AGENCY C
1e24e2e043a3,3,AGENCY C
1e24e2e043a3,4,AGENCY C
1e2b8610c4de,1,AGENCY A
1e2b8610c4de,2,AGENCY A
1e2b8610c4de,4,AGENCY A
1e3cde97f4a3,3,AGENCY C
1e400b52ba1b,1,CHI PUB SCH
1e400b52ba1b,3,CHI PUB SCH
1e400b52ba1b,4,CHI PUB SCH
1e42e2de4f39,2,CHI PUB SCH
1e4372db409b,1,CHI PUB SCH
1e4372db409b,2,CHI PUB SCH
1e4372db409b,3,CHI PUB SCH
1e455530fa80,1,AGENCY E
1e455530fa80,2,AGENCY E
1e455530fa80,3,AGENCY E
1e455530fa80,4,AGENCY E
1e5191b67dad,1,CHI PUB SCH
1e5191b67dad,3,CHI PUB SCH
1e5191b67dad,4,CHI PUB SCH
1e51e0011d1b,1,AGENCY E
1e59db0d027c,1,AGENCY B
1e59db0d027c,3,AGENCY B
1e59db0d027c,4,AGENCY B
1e5ada64b2ac,1,AGENCY E
1e5ada64b2ac,3,AGENCY E
1e5ada64b2ac,4,AGENCY E
1e6310954b2c,2,CHI PUB SCH
1e6310954b2c,3,CHI PUB SCH
1e6310954b2c,4,CHI PUB SCH
1e64d53486bd,1,AGENCY A
1e64d53486bd,3,AGENCY A
1e64d53486bd,4,AGENCY A
1e655ce1e01b,3,AGENCY A
1e655ce1e01b,4,AGENCY A
1e6800bc958c,1,AGENCY B
1e6800bc958c,4,AGENCY B
1e729ab6b7e8,4,AGENCY A
1e740630a3ae,1,AGENCY G
1e740630a3ae,3,AGENCY G
1e740630a3ae,4,AGENCY G
1e76424ed3b6,1,AGENCY B
1e76424ed3b6,2,AGENCY B
1e76424ed3b6,3,AGENCY B
1e76424ed3b6,4,AGENCY B
1e7b538845b7,2,AGENCY F
1e7b538845b7,4,AGENCY F
1e809fa52461,1,AGENCY F
1e809fa52461,2,AGENCY F
1e81b20c1da3,2,CHI PUB SCH
1e81b20c1da3,3,CHI PUB SCH
1e98689cfcca,1,AGENCY G
1e9baa89e840,1,CHI PUB SCH
1e9baa89e840,2,CHI PUB SCH
1e9baa89e840,4,CHI PUB SCH
1e9e932d3ce2,1,CHI PUB SCH
1e9e932d3ce2,2,CHI PUB SCH
1e9e932d3ce2,3,CHI PUB SCH
1ea00819397f,1,CHI PUB SCH
1ea00819397f,3,CHI PUB SCH
1ea00819397f,4,CHI PUB SCH
1ea2129f4e03,3,AGENCY G
1ea2129f4e03,4,AGENCY G
1ea4e05077ef,3,AGENCY D
1ea4e05077ef,4,AGENCY D
1ea9b48b9295,1,CHI PUB SCH
1ea9b48b9295,3,CHI PUB SCH
1ebd34ca6572,1,CHI PUB SCH
1ebd34ca6572,2,CHI PUB SCH
1ebd34ca6572,3,CHI PUB SCH
1ebd34ca6572,4,CHI PUB SCH
1ec060234f96,2,AGENCY E
1ec060234f96,3,AGENCY E
1ec060234f96,4,AGENCY E
1ec203d33333,3,AGENCY B
1ecb032840bc,2,CHI PUB SCH
1ecb032840bc,3,CHI PUB SCH
1ecb032840bc,4,CHI PUB SCH
1ecc0dd10d8a,1,AGENCY A
1ecc0dd10d8a,2,AGENCY A
1ecc0dd10d8a,3,AGENCY A
1ecc0dd10d8a,4,AGENCY A
1ece79e404fa,1,CHI PUB SCH
1ece79e404fa,2,CHI PUB SCH
1ece79e404fa,4,CHI PUB SCH
1ed06887fc3e,2,AGENCY B
1ed06887fc3e,3,AGENCY B
1ed06887fc3e,4,AGENCY B
1ed7bb19c668,1,AGENCY F
1ed7bb19c668,2,AGENCY F
1ed7bb19c668,3,AGENCY F
1ed83c94ac55,1,CHI PUB SCH
1ed83c94ac55,2,CHI PUB SCH
1ed83c94ac55,3,CHI PUB SCH
1ed83c94ac55,4,CHI PUB SCH
1ed9eda44ac9,2,AGENCY F
1ed9eda44ac9,3,AGENCY F
1ed9eda44ac9,4,AGENCY F
1ede00142a6b,2,AGENCY D
1ede00142a6b,3,AGENCY D
1ede00142a6b,4,AGENCY D
1ee0ac898332,3,AGENCY E
1ee4b1b92bac,3,AGENCY A
1ee4b1b92bac,4,AGENCY A
1ee5aa6ee2d9,1,AGENCY E
1ee5aa6ee2d9,2,AGENCY E
1ee5aa6ee2d9,4,AGENCY E
1ef25ba19242,1,AGENCY F
1ef25ba19242,2,AGENCY F
1ef3890b44be,2,AGENCY G
1ef3890b44be,3,AGENCY G
1ef97fa35695,1,AGENCY G
1ef97fa35695,4,AGENCY G
1efe2ff8671d,2,AGENCY C
1efe2ff8671d,3,AGENCY C
1f0562d1b49a,1,AGENCY A
1f0562d1b49a,2,AGENCY A
1f0562d1b49a,4,AGENCY A
1f0c6a52d8bf,1,AGENCY G
1f0c6a52d8bf,2,AGENCY G
1f0fdd8c4ac5,3,AGENCY E
1f0fdd8c4ac5,4,AGENCY E
1f153cae2ce8,2,AGENCY E
1f153cae2ce8,3,AGENCY E
1f1bec1cab80,1,AGENCY A
1f1bec1cab80,3,AGENCY A
1f1bec1cab80,4,AGENCY A
1f1ea6bb7e43,1,CHI PUB SCH
1f1ea6bb7e43,2,CHI PUB SCH
1f2261e160b9,1,AGENCY A
1f2261e160b9,3,AGENCY A
1f24703c49a4,1,AGENCY D
1f24703c49a4,2,AGENCY D
1f24703c49a4,3,AGENCY D
1f24703c49a4,4,AGENCY D
1f2b9a14a5d6,1,AGENCY D
1f2b9a14a5d6,2,AGENCY D
1f2b9a14a5d6,3,AGENCY D
1f2b9a14a5d6,4,AGENCY D
1f2ed449f4a9,1,AGENCY D
1f2ed449f4a9,3,AGENCY D
1f2ed449f4a9,4,AGENCY D
1f33e246ef1a,1,CHI PUB SCH
1f33e246ef1a,2,CHI PUB SCH
1f34fb2ce47f,1,AGENCY G
1f34fb2ce47f,2,AGENCY G
1f34fb2ce47f,3,AGENCY G
1f34fb2ce47f,4,AGENCY G
1f491542a06a,1,AGENCY F
1f491542a06a,2,AGENCY F
1f57f3c0271b,2,AGENCY E
1f57f3c0271b,3,AGENCY E
1f57f3c0271b,4,AGENCY E
1f5d6a52b4da,3,AGENCY A
1f687a047584,2,AGENCY A
1f687a047584,3,AGENCY A
1f687a047584,4,AGENCY A
1f6a931449cc,2,AGENCY E
1f6a931449cc,3,AGENCY E
1f6d3f93d5fe,1,AGENCY B
1f6d3f93d5fe,2,AGENCY B
1f6d3f93d5fe,4,AGENCY B
1f7785daacc6,1,CHI PUB SCH
1f7785daacc6,2,CHI PUB SCH
1f7785daacc6,3,CHI PUB SCH
1f8553e0f54d,1,AGENCY G
1f8553e0f54d,2,AGENCY G
1f8603399572,2,AGENCY E
1f8874634f66,2,AGENCY C
1f8874634f66,3,AGENCY C
1f8874634f66,4,AGENCY C
1f8ace35148a,1,AGENCY B
1f8ace35148a,2,AGENCY B
1f9323678eac,1,AGENCY F
1f9323678eac,2,AGENCY F
1f9323678eac,3,AGENCY F
1f9323678eac,4,AGENCY F
1f9bb6add562,1,CHI PUB SCH
1f9bb6add562,2,CHI PUB SCH
1f9bb6add562,3,CHI PUB SCH
1f9d663d2b36,3,AGENCY B
1f9d663d2b36,4,AGENCY B
1f9ddf853665,1,CHI PUB SCH
1f9ddf853665,2,CHI PUB SCH
1f9ddf853665,3,CHI PUB SCH
1fa4fde481c7,1,AGENCY C
1fa4fde481c7,2,AGENCY C
1fa4fde481c7,3,AGENCY C
1faa0e51f5f7,3,CHI PUB SCH
1faa0e51f5f7,4,CHI PUB SCH
1fb244e974b4,1,AGENCY F
1fb244e974b4,2,AGENCY F
1fb244e974b4,4,AGENCY F
1fb7223ec67e,1,AGENCY D
1fb7223ec67e,3,AGENCY D
1fb7223ec67e,4,AGENCY D
1fbd5529fb15,2,AGENCY A
1fbd5529fb15,4,AGENCY A
1fc19d8070fd,1,AGENCY D
1fc19d8070fd,3,AGENCY D
1fc19d8070fd,4,AGENCY D
1fc6509bde8c,1,AGENCY B
1fc6509bde8c,3,AGENCY B
1fc6509bde8c,4,AGENCY B
1fc8bae67320,1,AGENCY E
1fc8bae67320,3,AGENCY E
1fc8bae67320,4,AGENCY E
1fc91c61c981,1,AGENCY G
1fc91c61c981,3,AGENCY G
1fc91c61c981,4,AGENCY G
1fccf31191af,1,AGENCY F
1fccf31191af,2,AGENCY F
1fccf31191af,4,AGENCY F
1fd1e6f6d89d,2,CHI PUB SCH
1fd1e6f6d89d,3,CHI PUB SCH
1fd5452916ed,1,AGENCY A
1fd5452916ed,2,AGENCY A
1fd5452916ed,4,AGENCY A
1fdafb9fb6db,2,AGENCY D
1fdafb9fb6db,4,AGENCY D
1fdb7c54418d,3,AGENCY G
1fdb7c54418d,4,AGENCY G
1fdda3a52671,1,AGENCY D
1fdda3a52671,2,AGENCY D
1fdda3a52671,4,AGENCY D
1fded5c56dca,1,AGENCY E
1fded5c56dca,2,AGENCY E
1fded5c56dca,3,AGENCY E
1fded5c56dca,4,AGENCY E
1fefc9268a83,1,AGENCY B
1fefc9268a83,2,AGENCY B
1fefc9268a83,4,AGENCY B
1ff1ef0cc43d,1,CHI PUB SCH
1ff1ef0cc43d,2,CHI PUB SCH
1ff1ef0cc43d,3,CHI PUB SCH
1ff1ef0cc43d,4,CHI PUB SCH
1ff207525d13,1,AGENCY G
1ff207525d13,2,AGENCY G
1ff207525d13,3,AGENCY G
1ff3bad94910,1,AGENCY G
1ff3bad94910,2,AGENCY G
1ff3bad94910,4,AGENCY G
1ffdaaabcc4c,1,AGENCY D
1ffdaaabcc4c,3,AGENCY D
1ffdaaabcc4c,4,AGENCY D
1ffface6d18d,1,AGENCY F
1ffface6d18d,2,AGENCY F
1ffface6d18d,3,AGENCY F
1ffface6d18d,4,AGENCY F
2002319c920f,1,AGENCY A
2002319c920f,2,AGENCY A
2002319c920f,3,AGENCY A
2002319c920f,4,AGENCY A
200ab1ec0683,1,AGENCY D
200ab1ec0683,2,AGENCY D
200ab1ec0683,3,AGENCY D
20132a560708,3,AGENCY B
20132a560708,4,AGENCY B
201dd1352ec0,1,AGENCY B
201dd1352ec0,2,AGENCY B
201dd1352ec0,3,AGENCY B
201dd1352ec0,4,AGENCY B
201fb3cfd9cf,3,AGENCY A
201fb3cfd9cf,4,AGENCY A
2025aa474a8d,1,AGENCY F
2025aa474a8d,2,AGENCY F
2025aa474a8d,3,AGENCY F
20263e0ca9f6,1,AGENCY G
20263e0ca9f6,2,AGENCY G
20263e0ca9f6,3,AGENCY G
202cffd65c57,2,CHI PUB SCH
202cffd65c57,3,CHI PUB SCH
202cffd65c57,4,CHI PUB SCH
203099c12b68,1,AGENCY C
203099c12b68,3,AGENCY C
203099c12b68,4,AGENCY C
2037684b000a,2,AGENCY B
2037684b000a,3,AGENCY B
2039c2d78789,2,CHI PUB SCH
2039c2d78789,3,CHI PUB SCH
204c740fd407,2,AGENCY C
204c740fd407,3,AGENCY C
204c740fd407,4,AGENCY C
204dc52b2d13,1,AGENCY C
204dc52b2d13,2,AGENCY C
204dc52b2d13,4,AGENCY C
2055f1605ab8,1,AGENCY C
2055f1605ab8,4,AGENCY C
2.05628E+11,3,AGENCY C
205d0c42a569,1,CHI PUB SCH
205d0c42a569,2,CHI PUB SCH
205d0c42a569,3,CHI PUB SCH
205e9c29248c,1,CHI PUB SCH
205e9c29248c,2,CHI PUB SCH
205e9c29248c,3,CHI PUB SCH
205e9c29248c,4,CHI PUB SCH
20607aae7b47,3,AGENCY A
2061025a4b3a,3,AGENCY C
2061025a4b3a,4,AGENCY C
2068c30f9c67,1,AGENCY B
2068c30f9c67,3,AGENCY B
2068c30f9c67,4,AGENCY B
2076b287d793,1,AGENCY G
2076b287d793,3,AGENCY G
2076b287d793,4,AGENCY G
20798856f592,2,AGENCY C
20798856f592,3,AGENCY C
20798856f592,4,AGENCY C
207a517eff1d,2,AGENCY E
207a517eff1d,3,AGENCY E
207a517eff1d,4,AGENCY E
207f0536ea63,2,AGENCY D
207f0536ea63,3,AGENCY D
207f0536ea63,4,AGENCY D
208508ab8dfa,1,AGENCY D
208508ab8dfa,2,AGENCY D
208508ab8dfa,3,AGENCY D
208508ab8dfa,4,AGENCY D
208b83529d5c,1,AGENCY F
208b83529d5c,3,AGENCY F
208b83529d5c,4,AGENCY F
20922c4726b6,1,AGENCY D
20922c4726b6,2,AGENCY D
20922c4726b6,3,AGENCY D
20922c4726b6,4,AGENCY D
209a31af3b14,1,AGENCY G
209cc86a635d,2,AGENCY G
209cc86a635d,3,AGENCY G
209e567d9893,1,CHI PUB SCH
209e567d9893,3,CHI PUB SCH
209e567d9893,4,CHI PUB SCH
20a33528d87d,2,AGENCY D
20a33528d87d,3,AGENCY D
20a715fabebf,2,AGENCY E
20a715fabebf,3,AGENCY E
20a715fabebf,4,AGENCY E
20a884b136d3,1,AGENCY A
20abea59a662,3,AGENCY A
20b149e27c4f,4,AGENCY G
20b635fef832,2,CHI PUB SCH
20b635fef832,3,CHI PUB SCH
20b635fef832,4,CHI PUB SCH
20b91cae8ae3,2,AGENCY A
20b91cae8ae3,4,AGENCY A
20b9d26fa7b1,1,AGENCY A
20b9d26fa7b1,3,AGENCY A
20b9d26fa7b1,4,AGENCY A
20b9f4ae7f30,1,AGENCY F
20b9f4ae7f30,2,AGENCY F
20b9f4ae7f30,3,AGENCY F
20b9f4ae7f30,4,AGENCY F
20ba3149bbea,2,AGENCY F
20ba3149bbea,3,AGENCY F
20ba3149bbea,4,AGENCY F
20bbc7271162,2,AGENCY A
20bbc7271162,3,AGENCY A
20bbc7271162,4,AGENCY A
20c46e617770,1,AGENCY E
20c46e617770,2,AGENCY E
20c46e617770,4,AGENCY E
20c4b8f5c4c6,2,AGENCY G
20c4b8f5c4c6,3,AGENCY G
20c4b8f5c4c6,4,AGENCY G
20c4e40b3a95,1,AGENCY G
20c4e40b3a95,3,AGENCY G
20c4e40b3a95,4,AGENCY G
20d09ddaec48,1,CHI PUB SCH
20d09ddaec48,2,CHI PUB SCH
20d09ddaec48,3,CHI PUB SCH
20d09ddaec48,4,CHI PUB SCH
20d173d85cc3,1,AGENCY C
20d173d85cc3,2,AGENCY C
20d173d85cc3,3,AGENCY C
20d6b9b361b9,1,AGENCY F
20dac030997e,1,AGENCY B
20dac030997e,2,AGENCY B
20dac030997e,3,AGENCY B
20dac030997e,4,AGENCY B
20e5e4f200f3,2,CHI PUB SCH
20e5e4f200f3,3,CHI PUB SCH
20edc9b53fa8,1,AGENCY D
20edc9b53fa8,2,AGENCY D
20f00aea73ce,2,AGENCY C
20f00aea73ce,3,AGENCY C
20f00aea73ce,4,AGENCY C
20f0ce968e3c,1,AGENCY A
20f0ce968e3c,2,AGENCY A
20f0ce968e3c,3,AGENCY A
20f0ce968e3c,4,AGENCY A
20f1bc78f646,1,AGENCY D
20f1bc78f646,2,AGENCY D
20f1bc78f646,3,AGENCY D
20f1bc78f646,4,AGENCY D
20f1fe9336d6,2,AGENCY G
20f1fe9336d6,4,AGENCY G
20f39cc7f161,3,AGENCY D
20f39cc7f161,4,AGENCY D
20f6339b6d0f,1,CHI PUB SCH
20f6339b6d0f,2,CHI PUB SCH
20f71989c5b0,1,CHI PUB SCH
20f71989c5b0,3,CHI PUB SCH
20fb496af298,1,AGENCY A
20fb496af298,2,AGENCY A
20fb496af298,3,AGENCY A
20fb496af298,4,AGENCY A
20fe1f4577df,1,CHI PUB SCH
20fe1f4577df,3,CHI PUB SCH
20fe1f4577df,4,CHI PUB SCH
2101c379bb74,2,CHI PUB SCH
2101c379bb74,3,CHI PUB SCH
2101c379bb74,4,CHI PUB SCH
210424e00e7a,4,AGENCY C
210bc9d75d65,4,AGENCY G
210c23db57f8,3,AGENCY A
210c23db57f8,4,AGENCY A
211007ec31a4,3,AGENCY F
211007ec31a4,4,AGENCY F
21136a4396fe,2,AGENCY E
21136a4396fe,4,AGENCY E
21143eb58a96,1,AGENCY F
21143eb58a96,2,AGENCY F
21143eb58a96,3,AGENCY F
211b189826ac,2,AGENCY E
211b189826ac,3,AGENCY E
211c4eb5b363,3,AGENCY G
212310c48fb0,1,AGENCY A
212310c48fb0,2,AGENCY A
212310c48fb0,3,AGENCY A
212310c48fb0,4,AGENCY A
21245f018bac,3,AGENCY A
21245f018bac,4,AGENCY A
2128899cc80b,1,AGENCY D
2128899cc80b,2,AGENCY D
2128899cc80b,3,AGENCY D
2128899cc80b,4,AGENCY D
212ccdc5754d,2,AGENCY F
212ccdc5754d,3,AGENCY F
213357dbec34,2,AGENCY F
213357dbec34,3,AGENCY F
213357dbec34,4,AGENCY F
21349a4d939c,2,AGENCY F
21349a4d939c,3,AGENCY F
21349a4d939c,4,AGENCY F
2136aa38a11a,1,AGENCY D
2136aa38a11a,3,AGENCY D
213b2cad2e17,1,AGENCY F
213b2cad2e17,2,AGENCY F
213b2cad2e17,3,AGENCY F
213b2cad2e17,4,AGENCY F
213bf42fe2fb,3,AGENCY G
2152a481958f,1,AGENCY A
2152a481958f,2,AGENCY A
21657d676ae9,1,AGENCY C
21657d676ae9,2,AGENCY C
21657d676ae9,3,AGENCY C
2166bf4b0ce1,3,AGENCY F
216f6b261d38,1,AGENCY E
216f6b261d38,2,AGENCY E
21744a555203,2,AGENCY A
21744a555203,4,AGENCY A
21766b53d971,1,CHI PUB SCH
21766b53d971,2,CHI PUB SCH
21766b53d971,3,CHI PUB SCH
21766b53d971,4,CHI PUB SCH
217c2dc1284a,2,AGENCY E
217c2dc1284a,3,AGENCY E
217c2dc1284a,4,AGENCY E
2187af20d892,1,AGENCY B
2187af20d892,4,AGENCY B
21882eedbc9a,1,AGENCY B
21882eedbc9a,2,AGENCY B
21882eedbc9a,4,AGENCY B
218b683d6243,4,AGENCY A
21918149dd46,1,CHI PUB SCH
21918149dd46,2,CHI PUB SCH
21918149dd46,4,CHI PUB SCH
21929720a97c,1,AGENCY A
21929720a97c,2,AGENCY A
21929720a97c,3,AGENCY A
21929720a97c,4,AGENCY A
219a119473a5,1,AGENCY E
219a119473a5,3,AGENCY E
219a119473a5,4,AGENCY E
21a970b6e767,1,CHI PUB SCH
21a970b6e767,2,CHI PUB SCH
21ad18e9b652,1,CHI PUB SCH
21ad18e9b652,2,CHI PUB SCH
21ad18e9b652,4,CHI PUB SCH
21bad5dfdec3,1,AGENCY E
21bad5dfdec3,2,AGENCY E
21bad5dfdec3,3,AGENCY E
21bad5dfdec3,4,AGENCY E
21bb219b0bec,1,CHI PUB SCH
21bb219b0bec,2,CHI PUB SCH
21bbcc8747c0,2,AGENCY F
21bbcc8747c0,3,AGENCY F
21bbcc8747c0,4,AGENCY F
21bd514ebc30,2,AGENCY G
21bd514ebc30,4,AGENCY G
21c0a873e589,2,AGENCY B
21c0a873e589,3,AGENCY B
21c0a873e589,4,AGENCY B
21c2ee3d5e50,1,CHI PUB SCH
21c2ee3d5e50,2,CHI PUB SCH
21c2ee3d5e50,3,CHI PUB SCH
21c48cb81258,1,AGENCY F
21c48cb81258,2,AGENCY F
21c48cb81258,4,AGENCY F
21c816fb8864,1,AGENCY B
21c816fb8864,2,AGENCY B
21c816fb8864,3,AGENCY B
21c816fb8864,4,AGENCY B
21cb28cfad5e,2,AGENCY B
21cb28cfad5e,3,AGENCY B
21cb28cfad5e,4,AGENCY B
21ce0a987fe9,3,AGENCY A
21ce0a987fe9,4,AGENCY A
21ddbc70fe4b,2,AGENCY D
21e2b19ae204,1,CHI PUB SCH
21e2b19ae204,2,CHI PUB SCH
21e2b19ae204,4,CHI PUB SCH
21e89bd5e5e5,1,CHI PUB SCH
21e89bd5e5e5,2,CHI PUB SCH
21e90beb5ceb,2,AGENCY E
21e90beb5ceb,3,AGENCY E
21f098addcd0,4,AGENCY C
21f2765616d1,1,AGENCY F
21f2765616d1,4,AGENCY F
21f48183a54f,1,AGENCY D
21f48183a54f,2,AGENCY D
21f48183a54f,3,AGENCY D
21f990035886,3,AGENCY A
21f990035886,4,AGENCY A
21fcab6986c4,4,AGENCY B
