student_id,course_id,grade_letter
1d4500133755,MTH_1,A
1d4500133755,SCI_2,A
1d4500133755,SOC_1,C
1d4500133755,SCI_3,D
1d4500133755,SCI_4,A
1d4ef0740248,ENG_1,C
1d4ef0740248,ART_1,B
1d4ef0740248,LANG_1,B
1d4ef0740248,LANG_2,A
1d4ef0740248,ENG_2,D
1d4ef0740248,LANG_3,B
1d529d98ad3d,LANG_1,C
1d529d98ad3d,MTH_1,D
1d529d98ad3d,SOC_1,D
1d529d98ad3d,MTH_2,D
1d529d98ad3d,MTH_3,C
1d529d98ad3d,ENG_1,B
1d529d98ad3d,ENG_2,A
1d569c59ccc2,LANG_1,A
1d569c59ccc2,SOC_1,F
1d569c59ccc2,ART_1,C
1d569c59ccc2,SOC_2,B
1d569c59ccc2,MTH_1,A
1d569c59ccc2,ENG_1,A
1d569c59ccc2,SOC_3,C
1d60ca95c3ca,SCI_1,B
1d60ca95c3ca,SOC_1,A
1d60ca95c3ca,ART_1,C
1d60ca95c3ca,SOC_2,F
1d60ca95c3ca,LANG_1,B
1d60ca95c3ca,LANG_2,D
1d69ecb6b5af,MTH_1,C
1d69ecb6b5af,LANG_1,B
1d69ecb6b5af,SCI_1,A
1d69ecb6b5af,SCI_2,F
1d69ecb6b5af,LANG_2,F
1d6b57b04c13,MTH_1,C
1d6b57b04c13,MTH_2,B
1d6b57b04c13,SCI_1,B
1d6b57b04c13,SCI_2,B
1d6b57b04c13,ART_1,B
1d6c35913844,ENG_1,A
1d6c35913844,ART_1,A
1d6c35913844,MTH_1,B
1d6c35913844,SCI_1,B
1d6c35913844,ENG_2,A
1d7b21c152bc,ENG_1,F
1d7b21c152bc,SCI_1,A
1d7b21c152bc,ART_1,C
1d8265eea7e3,SCI_1,A
1d8265eea7e3,LANG_1,A
1d8265eea7e3,ENG_1,A
1d8265eea7e3,SCI_2,B
1d8265eea7e3,ART_1,C
1d8265eea7e3,SCI_3,A
1d8265eea7e3,SCI_4,A
1d88a7896f32,ART_1,B
1d88a7896f32,ART_2,B
1d88a7896f32,SCI_1,B
1d88a7896f32,MTH_1,B
1d88a7896f32,SOC_1,D
1d88a7896f32,SOC_2,F
1d88a7896f32,LANG_1,B
1d8cd655b1e6,ART_1,A
1d8cd655b1e6,ENG_1,A
1d8cd655b1e6,LANG_1,B
1d8cd655b1e6,ENG_2,B
1d8cd655b1e6,SCI_1,A
1d8cd655b1e6,SOC_1,A
1d91945c84ce,ENG_1,B
1d91945c84ce,MTH_1,D
1d91945c84ce,ART_1,A
1d91945c84ce,ENG_2,B
1d91945c84ce,SOC_1,A
1d91945c84ce,SOC_2,A
1d91945c84ce,ENG_3,A
1d951b2f28b0,LANG_1,B
1d951b2f28b0,ART_1,D
1d951b2f28b0,ENG_1,B
1d951b2f28b0,ENG_2,C
1d951b2f28b0,ENG_3,B
1d951b2f28b0,ART_2,B
1d952b7270a8,SCI_1,A
1d952b7270a8,MTH_1,A
1d952b7270a8,SOC_1,B
1d952b7270a8,ART_1,C
1d952b7270a8,MTH_2,C
1da7dea546cf,SCI_1,D
1da7dea546cf,SCI_2,B
1da7dea546cf,SCI_3,A
1da7dea546cf,SCI_4,F
1da7dea546cf,ART_1,F
1da7dea546cf,ART_2,A
1da7dea546cf,LANG_1,B
1daed5149759,ENG_1,C
1daed5149759,SOC_1,C
1daed5149759,ART_1,A
1daed5149759,LANG_1,C
1daed5149759,MTH_1,C
1daed5149759,LANG_2,A
1daed5149759,ART_2,B
1db581988b07,MTH_1,C
1db581988b07,MTH_2,B
1db581988b07,ENG_1,B
1db581988b07,SOC_1,A
1db581988b07,ART_1,A
1db581988b07,MTH_3,B
1db836e9ac9e,ART_1,C
1db836e9ac9e,ENG_1,F
1db836e9ac9e,SCI_1,A
1db836e9ac9e,MTH_1,A
1db836e9ac9e,LANG_1,B
1db836e9ac9e,LANG_2,A
1db94068900a,ENG_1,D
1db94068900a,LANG_1,D
1db94068900a,SCI_1,D
1db94068900a,SCI_2,B
1db94068900a,SCI_3,A
1db94068900a,SOC_1,B
1dbf7a2e723e,ART_1,A
1dbf7a2e723e,MTH_1,A
1dbf7a2e723e,MTH_2,B
1dbf7a2e723e,ENG_1,C
1dbf7a2e723e,ART_2,D
1dbf7a2e723e,SOC_1,B
1dc3f70e7dc8,SCI_1,B
1dc3f70e7dc8,SCI_2,B
1dc3f70e7dc8,MTH_1,C
1dc3f70e7dc8,ENG_1,B
1dc3f70e7dc8,SOC_1,D
1dcc35552632,LANG_1,F
1dcc35552632,ART_1,C
1dcc35552632,LANG_2,A
1dcc35552632,LANG_3,C
1dcc35552632,SCI_1,B
1dcc58dfac80,MTH_1,B
1dcc58dfac80,SCI_1,B
1dcc58dfac80,ART_1,B
1dcc58dfac80,LANG_1,A
1dcc58dfac80,ENG_1,B
1dcc58dfac80,MTH_2,B
1dce321b4e4d,ART_1,B
1dce321b4e4d,MTH_1,C
1dce321b4e4d,ART_2,A
1dce321b4e4d,ENG_1,B
1dce321b4e4d,ENG_2,C
1dce321b4e4d,SCI_1,C
1dce321b4e4d,SOC_1,B
1dde17bb7fa6,ART_1,C
1dde17bb7fa6,ENG_1,B
1dde17bb7fa6,SCI_1,A
1dde17bb7fa6,MTH_1,B
1dde17bb7fa6,LANG_1,A
1dde17bb7fa6,LANG_2,B
1dde17bb7fa6,MTH_2,C
1de66d9d32e8,SOC_1,B
1de66d9d32e8,MTH_1,A
1de66d9d32e8,LANG_1,B
1de66d9d32e8,LANG_2,F
1e2b8610c4de,MTH_1,B
1e2b8610c4de,MTH_2,A
1e2b8610c4de,SOC_1,B
1e2b8610c4de,LANG_1,C
1e2b8610c4de,SOC_2,B
1e2b8610c4de,SOC_3,A
1e2b8610c4de,SCI_1,F
1e4372db409b,ENG_1,A
1e4372db409b,MTH_1,D
1e4372db409b,LANG_1,A
1e4372db409b,ART_1,B
1e4372db409b,SOC_1,A
1e4372db409b,LANG_2,B
1e4372db409b,SOC_2,B
1e5191b67dad,ART_1,B
1e5191b67dad,MTH_1,A
1e5191b67dad,LANG_1,B
1e5191b67dad,MTH_2,B
1e5ada64b2ac,LANG_1,A
1e5ada64b2ac,ART_1,B
1e5ada64b2ac,MTH_1,B
1e5ada64b2ac,LANG_2,A
1e5ada64b2ac,SOC_1,B
1e5ada64b2ac,ART_2,B
1e6310954b2c,ART_1,B
1e6310954b2c,MTH_1,C
1e6310954b2c,LANG_1,A
1e6310954b2c,SCI_1,A
1e6310954b2c,SCI_2,B
1e6310954b2c,ART_2,B
1e64d53486bd,LANG_1,A
1e64d53486bd,MTH_1,B
1e64d53486bd,ART_1,F
1e64d53486bd,SOC_1,F
1e64d53486bd,LANG_2,B
1e64d53486bd,ART_2,F
1e64d53486bd,MTH_2,D
1e655ce1e01b,SCI_1,A
1e655ce1e01b,SCI_2,D
1e655ce1e01b,MTH_1,C
1e655ce1e01b,ART_1,D
1e655ce1e01b,SOC_1,B
1e655ce1e01b,ENG_1,B
1e655ce1e01b,MTH_2,C
1e740630a3ae,MTH_1,B
1e740630a3ae,ART_1,B
1e740630a3ae,SOC_1,C
1e740630a3ae,ART_2,B
1e740630a3ae,ART_3,B
1e740630a3ae,MTH_2,C
1e740630a3ae,MTH_3,C
1e76424ed3b6,SOC_1,D
1e76424ed3b6,ENG_1,B
1e76424ed3b6,ART_1,C
1e76424ed3b6,SOC_2,C
1e76424ed3b6,ART_2,B
1e76424ed3b6,SOC_3,F
1e809fa52461,SOC_1,A
1e809fa52461,SOC_2,A
1e809fa52461,SOC_3,A
1e809fa52461,ART_1,B
1e809fa52461,LANG_1,B
1e81b20c1da3,ENG_1,C
1e81b20c1da3,SOC_1,B
1e81b20c1da3,SOC_2,A
1e81b20c1da3,ENG_2,A
1e9baa89e840,SCI_1,A
1e9baa89e840,LANG_1,A
1e9baa89e840,SOC_1,C
1e9baa89e840,SOC_2,A
1e9baa89e840,ENG_1,C
1e9baa89e840,SOC_3,A
1e9e932d3ce2,SCI_1,A
1e9e932d3ce2,SCI_2,A
1e9e932d3ce2,SCI_3,C
1ea00819397f,SOC_1,B
1ea00819397f,SCI_1,B
1ea00819397f,LANG_1,A
1ea00819397f,MTH_1,B
1ea00819397f,SCI_2,B
1ea4e05077ef,ART_1,D
1ea4e05077ef,LANG_1,F
1ea4e05077ef,MTH_1,B
1ea4e05077ef,SOC_1,F
1ea4e05077ef,ART_2,D
1ea4e05077ef,ART_3,C
1ea4e05077ef,MTH_2,B
1ea9b48b9295,MTH_1,B
1ea9b48b9295,LANG_1,A
1ea9b48b9295,SOC_1,A
1ea9b48b9295,SCI_1,A
1ea9b48b9295,ENG_1,B
1eaefaae2847,MTH_1,C
1eaefaae2847,SCI_1,B
1eaefaae2847,MTH_2,A
1eaefaae2847,ENG_1,A
1eaefaae2847,ART_1,D
1eaefaae2847,ART_2,C
1ebd34ca6572,SOC_1,A
1ebd34ca6572,ART_1,B
1ebd34ca6572,SCI_1,A
1ebd34ca6572,ENG_1,B
1ebd34ca6572,ENG_2,A
1ec060234f96,SOC_1,C
1ec060234f96,SCI_1,B
1ec060234f96,ENG_1,B
1ec060234f96,LANG_1,A
1ec060234f96,LANG_2,F
1ec060234f96,SCI_2,B
1ecb032840bc,MTH_1,B
1ecb032840bc,LANG_1,A
1ecb032840bc,MTH_2,B
1ecb032840bc,SOC_1,B
1ecb032840bc,ART_1,B
1ed7bb19c668,LANG_1,A
1ed7bb19c668,ENG_1,D
1ed7bb19c668,SOC_1,C
1ed7bb19c668,ENG_2,B
1ed7bb19c668,SCI_1,F
1ed7bb19c668,ENG_3,C
1ed83c94ac55,SCI_1,A
1ed83c94ac55,LANG_1,A
1ed83c94ac55,MTH_1,B
1ed83c94ac55,ART_1,A
1ed83c94ac55,MTH_2,B
1ed83c94ac55,SCI_2,B
1ed9eda44ac9,ENG_1,B
1ed9eda44ac9,ENG_2,A
1ed9eda44ac9,ENG_3,F
1ed9eda44ac9,SOC_1,F
1ed9eda44ac9,MTH_1,C
1ed9eda44ac9,SCI_1,C
1ede00142a6b,ENG_1,B
1ede00142a6b,ART_1,A
1ede00142a6b,SOC_1,A
1ede00142a6b,SCI_1,A
1ede00142a6b,ART_2,B
1ede00142a6b,SCI_2,B
1ee4b1b92bac,ART_1,C
1ee4b1b92bac,ENG_1,A
1ee4b1b92bac,SCI_1,C
1ee4b1b92bac,SCI_2,A
1ee4b1b92bac,LANG_1,A
1ee4b1b92bac,MTH_1,B
1ee5aa6ee2d9,SOC_1,A
1ee5aa6ee2d9,LANG_1,A
1ee5aa6ee2d9,ART_1,F
1ee5aa6ee2d9,LANG_2,A
1ee5aa6ee2d9,ART_2,B
1ee5aa6ee2d9,SOC_2,C
1ef25ba19242,SCI_1,B
1ef25ba19242,MTH_1,A
1ef25ba19242,SOC_1,A
1ef25ba19242,LANG_1,C
1ef25ba19242,SCI_2,C
1ef25ba19242,SCI_3,A
1ef3890b44be,ART_1,A
1ef3890b44be,MTH_1,A
1ef3890b44be,SOC_1,F
1ef3890b44be,ART_2,C
1ef3890b44be,ENG_1,B
1ef3890b44be,ENG_2,B
1ef3890b44be,SCI_1,C
1f0562d1b49a,SOC_1,F
1f0562d1b49a,MTH_1,B
1f0562d1b49a,MTH_2,A
1f0562d1b49a,MTH_3,B
1f0c6a52d8bf,MTH_1,F
1f0c6a52d8bf,ENG_1,D
1f0c6a52d8bf,ENG_2,A
1f0c6a52d8bf,SCI_1,D
1f0c6a52d8bf,SOC_1,B
1f0c6a52d8bf,SCI_2,B
1f0fdd8c4ac5,LANG_1,B
1f0fdd8c4ac5,LANG_2,B
1f0fdd8c4ac5,SCI_1,C
1f0fdd8c4ac5,SOC_1,B
1f0fdd8c4ac5,LANG_3,B
1f0fdd8c4ac5,SCI_2,A
1f0fdd8c4ac5,SCI_3,B
1f153cae2ce8,LANG_1,B
1f153cae2ce8,ENG_1,F
1f153cae2ce8,SCI_1,B
1f153cae2ce8,SOC_1,C
1f153cae2ce8,ART_1,A
1f1bec1cab80,MTH_1,D
1f1bec1cab80,SCI_1,A
1f1bec1cab80,SCI_2,C
1f1bec1cab80,LANG_1,F
1f1bec1cab80,SOC_1,B
1f1bec1cab80,ART_1,F
1f1ea6bb7e43,ENG_1,A
1f1ea6bb7e43,ENG_2,B
1f1ea6bb7e43,ART_1,C
1f1ea6bb7e43,LANG_1,B
1f1ea6bb7e43,MTH_1,B
1f1ea6bb7e43,SOC_1,B
1f1ea6bb7e43,ART_2,A
1f24703c49a4,ENG_1,B
1f24703c49a4,SCI_1,C
1f24703c49a4,ENG_2,B
1f24703c49a4,SOC_1,F
1f24703c49a4,ENG_3,B
1f24703c49a4,MTH_1,C
1f24703c49a4,SCI_2,C
1f2afd80b7af,LANG_1,A
1f2afd80b7af,ENG_1,C
1f2afd80b7af,LANG_2,A
1f2afd80b7af,SOC_1,C
1f2afd80b7af,ART_1,C
1f2afd80b7af,ENG_2,C
1f33e246ef1a,ENG_1,A
1f33e246ef1a,LANG_1,B
1f33e246ef1a,ART_1,A
1f33e246ef1a,SCI_1,B
1f33e246ef1a,SOC_1,B
1f33e246ef1a,MTH_1,A
1f491542a06a,MTH_1,B
1f491542a06a,ENG_1,B
1f491542a06a,SOC_1,C
1f491542a06a,MTH_2,B
1f491542a06a,ART_1,A
1f491542a06a,MTH_3,B
1f5d6a52b4da,ENG_1,C
1f5d6a52b4da,ENG_2,B
1f5d6a52b4da,SOC_1,F
1f5d6a52b4da,LANG_1,A
1f5d6a52b4da,SOC_2,D
1f5d6a52b4da,SCI_1,C
1f5d6a52b4da,SCI_2,D
1f687a047584,SCI_1,B
1f687a047584,ART_1,F
1f687a047584,ENG_1,A
1f687a047584,LANG_1,A
1f687a047584,MTH_1,C
1f687a047584,SOC_1,B
1f7785daacc6,LANG_1,B
1f7785daacc6,SOC_1,B
1f7785daacc6,SCI_1,A
1f8553e0f54d,ART_1,B
1f8553e0f54d,LANG_1,B
1f8553e0f54d,ENG_1,A
1f8553e0f54d,SOC_1,D
1f8553e0f54d,SOC_2,D
1f8553e0f54d,SOC_3,A
1f8553e0f54d,ART_2,D
1f8ace35148a,MTH_1,B
1f8ace35148a,SOC_1,D
1f8ace35148a,LANG_1,B
1f8ace35148a,ENG_1,C
1f8ace35148a,ENG_2,F
1f8ace35148a,LANG_2,B
1f9d663d2b36,SCI_1,D
1f9d663d2b36,SCI_2,C
1f9d663d2b36,SOC_1,C
1f9d663d2b36,ENG_1,D
1f9d663d2b36,LANG_1,F
1f9d663d2b36,LANG_2,C
1f9d663d2b36,LANG_3,C
1f9ddf853665,MTH_1,A
1f9ddf853665,ENG_1,A
1f9ddf853665,SCI_1,B
1f9ddf853665,ENG_2,A
1f9ddf853665,SCI_2,B
1f9ddf853665,ART_1,B
1fa4fde481c7,ENG_1,A
1fa4fde481c7,LANG_1,F
1fa4fde481c7,ART_1,B
1fa4fde481c7,LANG_2,A
1fa4fde481c7,LANG_3,C
1faa0e51f5f7,SCI_1,C
1faa0e51f5f7,ENG_1,A
1faa0e51f5f7,MTH_1,B
1faa0e51f5f7,LANG_1,A
1faa0e51f5f7,ENG_2,C
1faa0e51f5f7,SOC_1,A
1fb7223ec67e,LANG_1,A
1fb7223ec67e,ART_1,B
1fb7223ec67e,ART_2,A
1fb7223ec67e,SOC_1,C
1fb7223ec67e,ENG_1,B
1fb7223ec67e,SOC_2,C
1fc6509bde8c,MTH_1,C
1fc6509bde8c,ART_1,B
1fc6509bde8c,ENG_1,F
1fc6509bde8c,LANG_1,A
1fc6509bde8c,SCI_1,A
1fc6509bde8c,ENG_2,B
1fc8bae67320,ART_1,A
1fc8bae67320,SCI_1,B
1fc8bae67320,SCI_2,B
1fc8bae67320,SOC_1,A
1fc8bae67320,SCI_3,B
1fc8bae67320,SCI_4,D
1fc8bae67320,MTH_1,A
1fc91c61c981,ENG_1,B
1fc91c61c981,SCI_1,C
1fc91c61c981,ART_1,A
1fc91c61c981,SOC_1,B
1fc91c61c981,SCI_2,B
1fc91c61c981,SCI_3,C
1fc91c61c981,LANG_1,B
1fccf31191af,ENG_1,D
1fccf31191af,LANG_1,C
1fccf31191af,MTH_1,C
1fccf31191af,LANG_2,F
1fccf31191af,ART_1,B
1fccf31191af,SCI_1,C
1fccf31191af,MTH_2,C
1fd1e6f6d89d,SCI_1,B
1fd1e6f6d89d,ENG_1,A
1fd1e6f6d89d,MTH_1,C
1fd1e6f6d89d,SOC_1,A
1fd1e6f6d89d,SOC_2,B
1fd1e6f6d89d,MTH_2,B
1fd1e6f6d89d,MTH_3,B
1fd5452916ed,LANG_1,F
1fd5452916ed,LANG_2,D
1fd5452916ed,LANG_3,F
1fd5452916ed,MTH_1,C
1fd5452916ed,ENG_1,B
1fd5452916ed,LANG_4,C
1fd5452916ed,SOC_1,B
1fd930e5a0a3,ART_1,F
1fd930e5a0a3,MTH_1,D
1fd930e5a0a3,MTH_2,D
1fd930e5a0a3,LANG_1,D
1fd930e5a0a3,LANG_2,C
1fdb7c54418d,LANG_1,B
1fdb7c54418d,ART_1,C
1fdb7c54418d,LANG_2,C
1fdb7c54418d,SOC_1,D
1fdb7c54418d,ENG_1,A
1fdb7c54418d,MTH_1,B
1fded5c56dca,SCI_1,A
1fded5c56dca,ENG_1,C
1fded5c56dca,SCI_2,C
1fded5c56dca,SOC_1,C
1fded5c56dca,ART_1,B
1fded5c56dca,MTH_1,B
1fded5c56dca,SCI_3,B
1fefc9268a83,SCI_1,B
1fefc9268a83,LANG_1,A
1fefc9268a83,MTH_1,C
1fefc9268a83,ENG_1,B
1fefc9268a83,MTH_2,B
1fefc9268a83,SCI_2,F
1fefc9268a83,ART_1,A
1ff1ef0cc43d,ART_1,C
1ff1ef0cc43d,SOC_1,A
1ff1ef0cc43d,ENG_1,A
1ff1ef0cc43d,SCI_1,B
1ff1ef0cc43d,LANG_1,B
1ff1ef0cc43d,ENG_2,A
1ff1ef0cc43d,ART_2,C
1ff207525d13,SOC_1,B
1ff207525d13,LANG_1,D
1ff207525d13,SOC_2,D
1ff207525d13,SOC_3,B
1ff207525d13,ENG_1,A
1ff207525d13,MTH_1,B
1ff3bad94910,MTH_1,D
1ff3bad94910,SOC_1,B
1ff3bad94910,LANG_1,D
1ff3bad94910,SOC_2,B
1ff3bad94910,ART_1,A
1ff3bad94910,MTH_2,B
1ffdaaabcc4c,LANG_1,A
1ffdaaabcc4c,SCI_1,C
1ffdaaabcc4c,LANG_2,C
1ffdaaabcc4c,LANG_3,A
1ffdaaabcc4c,SOC_1,C
1ffface6d18d,ART_1,B
1ffface6d18d,MTH_1,D
1ffface6d18d,SCI_1,F
1ffface6d18d,MTH_2,B
1ffface6d18d,MTH_3,B
1ffface6d18d,SCI_2,B
1ffface6d18d,ENG_1,C
2002319c920f,SOC_1,B
2002319c920f,SOC_2,A
2002319c920f,MTH_1,D
2002319c920f,ENG_1,D
2002319c920f,SCI_1,B
2007bca7365f,ART_1,C
2007bca7365f,SCI_1,B
2007bca7365f,ART_2,A
2007bca7365f,ENG_1,B
2007bca7365f,ENG_2,A
2007bca7365f,MTH_1,B
2007bca7365f,LANG_1,A
20132a560708,SCI_1,C
20132a560708,MTH_1,B
20132a560708,SOC_1,F
20132a560708,ART_1,B
20132a560708,SCI_2,B
20132a560708,SCI_3,A
20132a560708,LANG_1,A
201dd1352ec0,ENG_1,F
201dd1352ec0,ART_1,C
201dd1352ec0,ART_2,C
201dd1352ec0,LANG_1,D
201dd1352ec0,SCI_1,A
201dd1352ec0,ART_3,A
201dd1352ec0,SOC_1,B
201fb3cfd9cf,SCI_1,F
201fb3cfd9cf,MTH_1,F
201fb3cfd9cf,ENG_1,B
201fb3cfd9cf,ENG_2,B
201fb3cfd9cf,SCI_2,A
20263e0ca9f6,SCI_1,F
20263e0ca9f6,ART_1,D
20263e0ca9f6,ART_2,B
20263e0ca9f6,ENG_1,F
202cffd65c57,SCI_1,A
202cffd65c57,SCI_2,A
202cffd65c57,ART_1,C
203099c12b68,SOC_1,B
203099c12b68,MTH_1,B
203099c12b68,LANG_1,F
203099c12b68,SCI_1,A
2037684b000a,ART_1,B
2037684b000a,ENG_1,D
2037684b000a,SOC_1,B
2037684b000a,LANG_1,D
2037684b000a,ENG_2,C
2037684b000a,LANG_2,A
2037684b000a,ART_2,A
2039c2d78789,MTH_1,B
2039c2d78789,LANG_1,A
2039c2d78789,LANG_2,C
2039c2d78789,LANG_3,B
2039c2d78789,SOC_1,B
2039c2d78789,LANG_4,A
205d0c42a569,LANG_1,A
205d0c42a569,SCI_1,A
205d0c42a569,ART_1,B
205d0c42a569,SCI_2,D
205d0c42a569,MTH_1,A
205d0c42a569,LANG_2,B
2068c30f9c67,SCI_1,B
2068c30f9c67,MTH_1,C
2068c30f9c67,SOC_1,A
2068c30f9c67,SCI_2,B
2068c30f9c67,MTH_2,C
2068c30f9c67,MTH_3,B
2076b287d793,SOC_1,A
2076b287d793,LANG_1,A
2076b287d793,LANG_2,C
2076b287d793,LANG_3,B
2076b287d793,ENG_1,B
207a517eff1d,ENG_1,D
207a517eff1d,ART_1,B
207a517eff1d,SOC_1,C
207a517eff1d,ENG_2,D
207a517eff1d,ENG_3,A
207a517eff1d,MTH_1,A
207c1dc1e361,MTH_1,B
207c1dc1e361,ART_1,A
207c1dc1e361,SOC_1,B
207c1dc1e361,SCI_1,B
207c1dc1e361,SCI_2,B
207c1dc1e361,MTH_2,B
208508ab8dfa,SCI_1,A
208508ab8dfa,LANG_1,C
208508ab8dfa,SCI_2,F
208508ab8dfa,LANG_2,D
208508ab8dfa,ART_1,D
208b83529d5c,SOC_1,F
208b83529d5c,SCI_1,A
208b83529d5c,SOC_2,F
208b83529d5c,ART_1,B
208b83529d5c,SOC_3,B
208b83529d5c,SOC_4,F
209cc86a635d,SCI_1,A
209cc86a635d,SOC_1,D
209cc86a635d,ENG_1,B
209cc86a635d,SCI_2,A
209cc86a635d,SCI_3,B
209cc86a635d,SCI_4,C
209e567d9893,ENG_1,B
209e567d9893,MTH_1,D
209e567d9893,SCI_1,A
209e567d9893,SCI_2,B
209e567d9893,ART_1,A
209e567d9893,SCI_3,A
209e567d9893,SCI_4,A
209eeff7119b,MTH_1,B
209eeff7119b,LANG_1,C
209eeff7119b,SOC_1,B
209eeff7119b,LANG_2,A
209eeff7119b,MTH_2,B
209eeff7119b,LANG_3,D
20a33528d87d,SOC_1,B
20a33528d87d,LANG_1,C
20a33528d87d,ENG_1,D
20a33528d87d,SCI_1,D
20a33528d87d,MTH_1,F
20a33528d87d,LANG_2,B
20a715fabebf,ART_1,B
20a715fabebf,LANG_1,A
20a715fabebf,MTH_1,A
20a715fabebf,SOC_1,B
20a715fabebf,MTH_2,C
20a715fabebf,ART_2,A
20b635fef832,SCI_1,B
20b635fef832,MTH_1,B
20b635fef832,LANG_1,A
20b635fef832,SCI_2,B
20b635fef832,SOC_1,B
20b9d26fa7b1,SCI_1,D
20b9d26fa7b1,SCI_2,B
20b9d26fa7b1,ENG_1,B
20b9d26fa7b1,ENG_2,C
20b9d26fa7b1,MTH_1,A
20b9d26fa7b1,SOC_1,B
20bbc7271162,ART_1,A
20bbc7271162,LANG_1,B
20bbc7271162,LANG_2,A
20bbc7271162,ART_2,C
20bbc7271162,MTH_1,A
20bbc7271162,SOC_1,C
20c46e617770,LANG_1,B
20c46e617770,SOC_1,D
20c46e617770,SOC_2,D
20c46e617770,SCI_1,F
20c46e617770,SOC_3,F
20c4b8f5c4c6,LANG_1,B
20c4b8f5c4c6,MTH_1,F
20c4b8f5c4c6,LANG_2,B
20c4b8f5c4c6,ART_1,C
20c4b8f5c4c6,ART_2,D
20c4b8f5c4c6,ART_3,C
20c4e40b3a95,SOC_1,C
20c4e40b3a95,SOC_2,A
20c4e40b3a95,ENG_1,A
20c4e40b3a95,SOC_3,B
20c4e40b3a95,ENG_2,C
20c4e40b3a95,SOC_4,A
20c4e40b3a95,SCI_1,C
20d09ddaec48,SCI_1,A
20d09ddaec48,SOC_1,B
20d09ddaec48,MTH_1,B
20d09ddaec48,SOC_2,A
20d09ddaec48,SCI_2,B
20d09ddaec48,ART_1,A
20d09ddaec48,LANG_1,A
20d173d85cc3,MTH_1,B
20d173d85cc3,SCI_1,A
20d173d85cc3,MTH_2,B
20d173d85cc3,LANG_1,B
20d173d85cc3,MTH_3,F
20d173d85cc3,SCI_2,B
20dac030997e,ART_1,C
20dac030997e,ART_2,C
20dac030997e,ENG_1,B
20dac030997e,ART_3,C
20dac030997e,SOC_1,B
20dac030997e,MTH_1,C
20edc9b53fa8,ART_1,B
20edc9b53fa8,MTH_1,D
20edc9b53fa8,LANG_1,B
20edc9b53fa8,MTH_2,B
20edc9b53fa8,MTH_3,F
20edc9b53fa8,ENG_1,A
20edc9b53fa8,ART_2,B
20f0ce968e3c,MTH_1,C
20f0ce968e3c,ENG_1,B
20f0ce968e3c,MTH_2,C
20f0ce968e3c,ENG_2,C
20f0ce968e3c,SCI_1,B
20f39cc7f161,SCI_1,A
20f39cc7f161,MTH_1,B
20f39cc7f161,SCI_2,B
20f39cc7f161,LANG_1,B
20f39cc7f161,MTH_2,B
20f39cc7f161,LANG_2,C
20f6339b6d0f,SCI_1,F
20f6339b6d0f,SOC_1,A
20f6339b6d0f,SCI_2,A
20f6339b6d0f,LANG_1,B
20f6339b6d0f,ENG_1,A
20f6339b6d0f,ART_1,B
20f6339b6d0f,ART_2,A
20f71989c5b0,ENG_1,A
20f71989c5b0,MTH_1,A
20f71989c5b0,MTH_2,D
20f71989c5b0,ART_1,A
20f71989c5b0,MTH_3,B
20fb496af298,ENG_1,B
20fb496af298,ART_1,B
20fb496af298,SCI_1,F
20fb496af298,SOC_1,F
20fe1f4577df,MTH_1,C
20fe1f4577df,SOC_1,A
20fe1f4577df,SOC_2,C
20fe1f4577df,SCI_1,A
20fe1f4577df,MTH_2,A
20fe1f4577df,ART_1,C
20fe1f4577df,MTH_3,A
2101c379bb74,SCI_1,A
2101c379bb74,SOC_1,A
2101c379bb74,LANG_1,F
2101c379bb74,LANG_2,B
2101c379bb74,ART_1,A
2101c379bb74,SOC_2,A
210c23db57f8,MTH_1,C
210c23db57f8,SOC_1,D
210c23db57f8,SCI_1,C
210c23db57f8,MTH_2,B
210c23db57f8,ART_1,B
210c23db57f8,LANG_1,C
211007ec31a4,LANG_1,D
211007ec31a4,ENG_1,A
211007ec31a4,MTH_1,D
211007ec31a4,LANG_2,B
211007ec31a4,SCI_1,C
21143eb58a96,LANG_1,A
21143eb58a96,LANG_2,A
21143eb58a96,SOC_1,F
21143eb58a96,LANG_3,C
21143eb58a96,SOC_2,C
21143eb58a96,MTH_1,B
21143eb58a96,SCI_1,B
211b189826ac,ART_1,A
211b189826ac,LANG_1,F
211b189826ac,MTH_1,C
211b189826ac,ART_2,A
211b189826ac,SCI_1,D
211b189826ac,ART_3,D
2128899cc80b,LANG_1,D
2128899cc80b,ENG_1,A
2128899cc80b,ENG_2,C
2128899cc80b,SCI_1,B
2128899cc80b,SOC_1,F
2128899cc80b,ART_1,F
212ccdc5754d,ART_1,B
212ccdc5754d,ENG_1,D
212ccdc5754d,SOC_1,D
212ccdc5754d,SOC_2,B
212ccdc5754d,SOC_3,C
212ccdc5754d,SOC_4,C
212ccdc5754d,LANG_1,C
213357dbec34,ENG_1,F
213357dbec34,MTH_1,A
213357dbec34,SOC_1,A
213357dbec34,LANG_1,F
213357dbec34,LANG_2,F
213357dbec34,MTH_2,B
213b2cad2e17,SOC_1,B
213b2cad2e17,SOC_2,B
213b2cad2e17,ENG_1,B
213b2cad2e17,SCI_1,D
213b2cad2e17,ENG_2,B
213b2cad2e17,SCI_2,C
213b2cad2e17,LANG_1,D
216f6b261d38,SOC_1,B
216f6b261d38,SOC_2,C
216f6b261d38,SCI_1,D
